chapter_number	verse_number	token_number	arabic	embedding_id	translation	pause_mark	irab_end	chunk_end
66	3	3	ٱلنَّبِىُّ	72	the Prophet	0	1	0
66	3	4	إِلَىٰ	8	to	0	0	0
66	3	5	بَعْضِ	75	one	0	0	0
66	3	6	أَزْوَٰجِهِۦ	17724	(of) his wives	0	0	0
66	3	7	حَدِيثًا	1615	a statement,	0	1	1
66	3	8	فَلَمَّا	232	and when	0	1	0
66	3	9	نَبَّأَتْ	9130	she informed	0	0	0
66	3	10	بِهِۦ	30	about it	0	1	0
66	3	11	وَأَظْهَرَهُ	67222	and made it apparent	0	0	0
66	3	12	ٱللَّهُ	4	Allah	0	0	0
66	3	13	عَلَيْهِ	13	to him,	0	1	1
66	3	14	عَرَّفَ	1307	he made known	0	0	0
66	3	15	بَعْضَهُۥ	2579	a part of it	0	1	0
66	3	16	وَأَعْرَضَ	19718	and avoided	0	0	0
66	3	17	عَنۢ	7	[of]	0	0	0
66	3	18	بَعْضٍ	75	a part.	3	1	1
66	3	19	فَلَمَّا	232	Then when	0	0	0
66	3	20	نَبَّأَهَا	163013	he informed her	0	0	0
66	3	21	بِهِۦ	30	about it,	0	1	0
66	3	22	قَالَتْ	360	she said,	0	1	0
66	3	23	مَنْ	2	"Who	0	0	0
66	3	24	أَنۢبَأَكَ	114299	informed you	0	0	0
66	3	25	هَٰذَا	12	this?"	3	1	1
66	3	26	قَالَ	9	He said,	0	0	0
66	3	27	نَبَّأَنِىَ	127201	"Has informed me	0	1	0
66	3	28	ٱلْعَلِيمُ	7325	the All-Knower,	0	0	0
66	3	29	ٱلْخَبِيرُ	7654	the All-Aware."	0	1	1
66	4	1	إِن	3	If	0	0	0
66	4	2	تَتُوبَآ	88337	you both turn	0	0	0
66	4	3	إِلَى	8	to	0	0	0
66	4	4	ٱللَّهِ	4	Allah,	0	1	1
66	4	5	فَقَدْ	123	so indeed,	0	0	0
66	4	6	صَغَتْ	59859	(are) inclined	0	0	0
66	4	7	قُلُوبُكُمَا	60443	your hearts;	3	1	1
66	4	8	وَإِن	44	but if	0	0	0
66	4	9	تَظَٰهَرَا	74406	you backup each other	0	0	0
66	4	10	عَلَيْهِ	13	against him,	0	1	1
66	4	11	فَإِنَّ	59	then indeed,	0	0	0
66	4	12	ٱللَّهَ	4	Allah,	0	0	0
66	4	13	هُوَ	29	He	0	0	0
66	4	14	مَوْلَىٰهُ	6475	(is) his Protector,	0	1	1
66	4	15	وَجِبْرِيلُ	31302	and Jibreel,	0	0	0
66	4	16	وَصَٰلِحُ	11686	and (the) righteous	0	0	0
66	4	17	ٱلْمُؤْمِنِينَ	119475	believers,	3	1	0
66	4	18	وَٱلْمَلَٰٓئِكَةُ	1370103	and the Angels,	0	0	0
66	4	19	بَعْدَ	45	after	0	0	0
66	4	20	ذَٰلِكَ	15	that	0	1	0
66	4	21	ظَهِيرٌ	16825	(are his) assistants.	0	1	1
66	5	1	عَسَىٰ	4992	Perhaps	0	0	0
66	5	2	رَبُّهُۥٓ	1034	his Lord,	0	1	0
66	5	3	إِن	3	if	0	0	0
66	5	4	طَلَّقَكُنَّ	88345	he divorced you,	0	1	1
66	5	5	أَن	3	[that]	0	0	0
66	5	6	يُبْدِلَهُۥٓ	62061	He will substitute for him	0	1	0
66	5	7	أَزْوَٰجًا	17087	wives	0	0	0
66	5	8	خَيْرًا	273	better	0	1	0
66	5	9	مِّنكُنَّ	27534	than you	0	0	1
66	5	10	مُسْلِمَٰتٍ	44629	submissive,	0	0	0
66	5	11	مُّؤْمِنَٰتٍ	1255661	faithful,	0	0	0
66	5	12	قَٰنِتَٰتٍ	87843	obedient,	0	0	0
66	5	13	تَٰٓئِبَٰتٍ	0	repentant,	0	0	1
66	5	14	عَٰبِدَٰتٍ	144884	who worship,	0	0	0
66	5	15	سَٰٓئِحَٰتٍ	0	who fast,	0	0	0
66	5	16	ثَيِّبَٰتٍ	113468	previously married	0	0	0
66	5	17	وَأَبْكَارًا	127744	and virgins.	0	1	1
66	6	1	يَٰٓأَيُّهَا	526	O you	0	0	0
66	6	2	ٱلَّذِينَ	101	who	0	1	0
66	6	3	ءَامَنُوا۟	992	believe!	0	1	1
66	6	4	قُوٓا۟	53881	Protect	0	1	0
66	6	5	أَنفُسَكُمْ	4079	yourselves	0	0	0
66	6	6	وَأَهْلِيكُمْ	57106	and your families	0	1	0
66	6	7	نَارًا	6861	(from) a Fire	0	0	1
66	6	8	وَقُودُهَا	39701	whose fuel	0	1	0
66	6	9	ٱلنَّاسُ	78	(is) people	0	0	0
66	6	10	وَٱلْحِجَارَةُ	28789	and stones,	0	1	1
66	6	11	عَلَيْهَا	118	over it	0	0	0
66	6	12	مَلَٰٓئِكَةٌ	388157	(are) Angels	0	1	0
66	6	13	غِلَاظٌ	59101	stern,	0	0	0
66	6	14	شِدَادٌ	5996	severe;	0	1	1
66	6	15	لَّا	10	not	0	0	0
66	6	16	يَعْصُونَ	51507	they disobey	0	0	0
66	6	17	ٱللَّهَ	4	Allah	0	1	0
66	6	18	مَآ	11	(in) what	0	0	0
66	6	19	أَمَرَهُمْ	3640	He Commands them	0	1	1
66	6	20	وَيَفْعَلُونَ	36831	but they do	0	0	0
66	6	21	مَا	11	what	0	0	0
66	6	22	يُؤْمَرُونَ	1063589	they are commanded.	0	1	1
66	7	1	يَٰٓأَيُّهَا	526	"O you	0	0	0
66	7	2	ٱلَّذِينَ	101	who	0	0	0
66	7	3	كَفَرُوا۟	2314	disbelieve!	0	1	1
66	7	4	لَا	10	(Do) not	0	0	0
66	7	5	تَعْتَذِرُوا۟	55493	make excuses	0	0	0
66	7	6	ٱلْيَوْمَ	189	today.	3	1	1
66	7	7	إِنَّمَا	180	Only	0	0	0
66	7	8	تُجْزَوْنَ	44944	you will be recompensed	0	0	0
66	7	9	مَا	11	(for) what	0	1	0
66	7	10	كُنتُمْ	1649	you used to	0	0	0
66	7	11	تَعْمَلُونَ	7006	do."	0	1	1
66	8	1	يَٰٓأَيُّهَا	526	O you	0	0	0
66	8	2	ٱلَّذِينَ	101	who	0	0	0
66	8	3	ءَامَنُوا۟	992	believe!	0	0	1
66	8	4	تُوبُوٓا۟	34400	Turn	0	0	0
66	8	5	إِلَى	8	to	0	0	0
66	8	6	ٱللَّهِ	4	Allah	0	1	0
66	8	7	تَوْبَةً	5808	(in) repentance	0	0	0
66	8	8	نَّصُوحًا	46721	sincere!	0	1	1
66	8	9	عَسَىٰ	4992	Perhaps	0	0	0
66	8	10	رَبُّكُمْ	2625	your Lord	0	0	0
66	8	11	أَن	3	will	0	0	0
66	8	12	يُكَفِّرَ	3952	remove	0	0	0
66	8	13	عَنكُمْ	5494	from you	0	0	0
66	8	14	سَيِّـَٔاتِكُمْ	0	your evil deeds	0	1	1
66	8	15	وَيُدْخِلَكُمْ	91498	and admit you	0	1	0
66	8	16	جَنَّٰتٍ	6162	(into) Gardens	0	0	0
66	8	17	تَجْرِى	2683	flow	0	1	0
66	8	18	مِن	2	from	0	0	0
66	8	19	تَحْتِهَا	5499	underneath it	0	0	0
66	8	20	ٱلْأَنْهَٰرُ	6643	the rivers,	0	1	1
66	8	21	يَوْمَ	93	(on the) Day	0	1	0
66	8	22	لَا	10	not	0	0	0
66	8	23	يُخْزِى	93469	will be disgraced	0	0	0
66	8	24	ٱللَّهُ	4	(by) Allah	0	0	0
66	8	25	ٱلنَّبِىَّ	72	the Prophet	0	1	1
66	8	26	وَٱلَّذِينَ	1426	and those who	0	1	0
66	8	27	ءَامَنُوا۟	992	believed	0	0	0
66	8	28	مَعَهُۥ	326	with him.	3	1	1
66	8	29	نُورُهُمْ	53562	Their light	0	0	0
66	8	30	يَسْعَىٰ	4262	will run	0	0	0
66	8	31	بَيْنَ	42	before	0	0	0
66	8	32	أَيْدِيهِمْ	3663	their hands	0	1	1
66	8	33	وَبِأَيْمَٰنِهِمْ	79659	and on their right;	0	1	0
66	8	34	يَقُولُونَ	831	they will say,	0	1	0
66	8	35	رَبَّنَآ	1228	"Our Lord	0	1	1
66	8	36	أَتْمِمْ	84805	Perfect	0	0	0
66	8	37	لَنَا	286	for us	0	0	0
66	8	38	نُورَنَا	109377	our light	0	1	0
66	8	39	وَٱغْفِرْ	18238	and grant forgiveness	0	0	0
66	8	40	لَنَآ	286	to us.	3	1	1
66	8	41	إِنَّكَ	500	Indeed, You	0	0	0
66	8	42	عَلَىٰ	5	(are) over	0	0	0
66	8	43	كُلِّ	43	every	0	0	0
66	8	44	شَىْءٍ	119	thing	0	1	0
66	8	45	قَدِيرٌ	5927	All-Powerful."	0	1	1
66	9	1	يَٰٓأَيُّهَا	526	O	0	0	0
66	9	2	ٱلنَّبِىُّ	72	Prophet!	0	0	0
66	9	3	جَٰهِدِ	24319	Strive	0	0	0
66	9	4	ٱلْكُفَّارَ	1496	(against) the disbelievers	0	1	0
66	9	5	وَٱلْمُنَٰفِقِينَ	19795	and the hypocrites,	0	1	1
66	9	6	وَٱغْلُظْ	47795	and be stern	0	0	0
66	9	7	عَلَيْهِمْ	193	with them.	5	1	1
66	9	8	وَمَأْوَىٰهُمْ	65031	And their abode	0	0	0
66	9	9	جَهَنَّمُ	2308	(is) Hell,	3	1	1
66	9	10	وَبِئْسَ	318094	and wretched is	0	0	0
66	9	11	ٱلْمَصِيرُ	5139	the destination.	0	1	1
66	10	1	ضَرَبَ	1478	Presents	0	0	0
66	10	2	ٱللَّهُ	4	Allah	0	0	0
66	10	3	مَثَلًا	603	an example	0	1	0
66	10	4	لِّلَّذِينَ	4178	for those who	0	0	0
66	10	5	كَفَرُوا۟	2314	disbelieved -	0	1	1
66	10	6	ٱمْرَأَتَ	65647	(the) wife	0	0	0
66	10	7	نُوحٍ	2490	(of) Nuh	0	1	0
66	10	8	وَٱمْرَأَتَ	164274	(and the) wife	0	0	0
66	10	9	لُوطٍ	8063	(of) Lut.	3	1	1
66	10	10	كَانَتَا	12986	They were	0	0	0
66	10	11	تَحْتَ	349	under	0	0	0
66	10	12	عَبْدَيْنِ	32748	two [slaves]	0	1	0
66	10	13	مِنْ	2	of	0	0	0
66	10	14	عِبَادِنَا	26490	Our slaves	0	0	0
66	10	15	صَٰلِحَيْنِ	25552	righteous,	0	1	0
66	10	16	فَخَانَتَاهُمَا	127952	but they both betrayed them,	0	1	1
66	10	17	فَلَمْ	253	so not	0	0	0
66	10	18	يُغْنِيَا	154248	they availed,	0	1	0
66	10	19	عَنْهُمَا	707	both of them,	0	0	0
66	10	20	مِنَ	2	from	0	0	0
66	10	21	ٱللَّهِ	4	Allah	0	0	0
66	10	22	شَيْـًٔا	846989	(in) anything,	0	1	1
66	10	23	وَقِيلَ	221	and it was said,	0	1	0
66	10	24	ٱدْخُلَا	98472	"Enter	0	1	0
66	10	25	ٱلنَّارَ	344	the Fire	0	0	0
66	10	26	مَعَ	37	with	0	0	0
66	10	27	ٱلدَّٰخِلِينَ	45200	those who enter."	0	1	1
66	11	1	وَضَرَبَ	6722	And presents	0	0	0
66	11	2	ٱللَّهُ	4	Allah	0	0	0
66	11	3	مَثَلًا	603	an example	0	0	0
66	11	4	لِّلَّذِينَ	4178	for those who	0	0	0
66	11	5	ءَامَنُوا۟	992	believed -	0	0	0
66	11	6	ٱمْرَأَتَ	65647	(the) wife	0	0	0
66	11	7	فِرْعَوْنَ	2391	(of) Firaun,	0	1	1
66	11	8	إِذْ	179	when	0	0	0
66	11	9	قَالَتْ	360	she said,	0	1	0
66	11	10	رَبِّ	393	"My Lord!	0	1	1
66	11	11	ٱبْنِ	17	Build	0	0	0
66	11	12	لِى	161	for me	0	0	0
66	11	13	عِندَكَ	2348	near You	0	0	0
66	11	14	بَيْتًا	5082	a house	0	1	0
66	11	15	فِى	1	in	0	0	0
66	11	16	ٱلْجَنَّةِ	327	Paradise,	0	1	1
66	11	17	وَنَجِّنِى	86268	and save me	0	0	0
66	11	18	مِن	2	from	0	0	0
66	11	19	فِرْعَوْنَ	2391	Firaun	0	1	0
66	11	20	وَعَمَلِهِۦ	16137	and his deeds	0	1	1
66	11	21	وَنَجِّنِى	86268	and save me	0	0	0
66	11	22	مِنَ	2	from	0	0	0
66	11	23	ٱلْقَوْمِ	846	the people	0	0	0
66	11	24	ٱلظَّٰلِمِينَ	4921	the wrongdoers."	0	1	1
66	12	1	وَمَرْيَمَ	32651	And Maryam,	0	0	0
66	12	2	ٱبْنَتَ	58047	(the) daughter	0	0	0
66	12	3	عِمْرَٰنَ	804	(of) Imran	0	1	0
66	12	4	ٱلَّتِىٓ	18	who	0	0	0
66	12	5	أَحْصَنَتْ	63372	guarded	0	0	0
66	12	6	فَرْجَهَا	18008	her chastity,	0	1	1
66	12	7	فَنَفَخْنَا	93199	so We breathed	0	0	0
66	12	8	فِيهِ	40	into it	0	1	0
66	12	9	مِن	2	of	0	0	0
66	12	10	رُّوحِنَا	55475	Our Spirit.	0	1	1
66	12	11	وَصَدَّقَتْ	30129	And she believed	0	0	0
66	12	12	بِكَلِمَٰتِ	16830	(in the) Words	0	1	0
66	12	13	رَبِّهَا	7776	(of) her Lord	0	0	0
66	12	14	وَكُتُبِهِۦ	11949	and His Books,	0	1	1
66	12	15	وَكَانَتْ	429	and she was	0	0	0
66	12	16	مِنَ	2	of	0	0	0
66	12	17	ٱلْقَٰنِتِينَ	70823	the devoutly obedient.	0	1	1
67	1	1	تَبَٰرَكَ	1861	Blessed is	0	0	0
67	1	2	ٱلَّذِى	31	He	0	1	0
67	1	3	بِيَدِهِ	1361	in Whose Hand	0	0	0
67	1	4	ٱلْمُلْكُ	230	(is) the Dominion,	0	1	1
67	1	5	وَهُوَ	38	and He	0	0	0
67	1	6	عَلَىٰ	5	(is) over	0	0	0
67	1	7	كُلِّ	43	every	0	1	0
67	1	8	شَىْءٍ	119	thing	0	0	0
67	1	9	قَدِيرٌ	5927	All-Powerful.	0	1	1
67	2	1	ٱلَّذِى	31	The One Who	0	1	0
67	2	2	خَلَقَ	593	created	0	0	0
67	2	3	ٱلْمَوْتَ	668	death	0	0	0
67	2	4	وَٱلْحَيَوٰةَ	8852	and life	0	1	0
67	2	5	لِيَبْلُوَكُمْ	46058	that He may test you,	0	1	0
67	2	6	أَيُّكُمْ	17860	which of you	0	0	0
67	2	7	أَحْسَنُ	724	(is) best	0	0	0
67	2	8	عَمَلًا	1659	(in) deed.	5	1	1
67	2	9	وَهُوَ	38	And He	0	0	0
67	2	10	ٱلْعَزِيزُ	356	(is) the All-Mighty,	0	0	0
67	2	11	ٱلْغَفُورُ	12275	the Oft-Forgiving.	0	1	1
67	3	1	ٱلَّذِى	31	The One Who	0	0	0
67	3	2	خَلَقَ	593	created	0	0	0
67	3	3	سَبْعَ	1179	seven	0	1	0
67	3	4	سَمَٰوَٰتٍ	28549	heavens	0	0	0
67	3	5	طِبَاقًا	70209	one above another.	3	1	1
67	3	6	مَّا	11	Not	0	0	0
67	3	7	تَرَىٰ	634	you see	0	1	0
67	3	8	فِى	1	in	0	0	0
67	3	9	خَلْقِ	593	(the) creation	0	0	0
67	3	10	ٱلرَّحْمَٰنِ	128	(of) the Most Gracious	0	1	0
67	3	11	مِن	2	any	0	0	0
67	3	12	تَفَٰوُتٍ	12884	fault.	3	1	1
67	3	13	فَٱرْجِعِ	20549	So return	0	0	0
67	3	14	ٱلْبَصَرَ	4904	the vision,	0	1	0
67	3	15	هَلْ	162	can	0	0	0
67	3	16	تَرَىٰ	634	you see	0	0	0
67	3	17	مِن	2	any	0	0	0
67	3	18	فُطُورٍ	57877	flaw?	0	1	1
67	4	1	ثُمَّ	36	Then	0	0	0
67	4	2	ٱرْجِعِ	6501	return	0	0	0
67	4	3	ٱلْبَصَرَ	4904	the vision	0	0	0
67	4	4	كَرَّتَيْنِ	85892	twice (again).	0	1	0
67	4	5	يَنقَلِبْ	17763	Will return	0	0	0
67	4	6	إِلَيْكَ	836	to you	0	0	0
67	4	7	ٱلْبَصَرُ	4904	the vision	0	1	0
67	4	8	خَاسِئًا	562874	humbled	0	0	0
67	4	9	وَهُوَ	38	while it	0	0	0
67	4	10	حَسِيرٌ	79854	(is) fatigued.	0	1	1
67	5	1	وَلَقَدْ	912	And certainly	0	0	0
67	5	2	زَيَّنَّا	35176	We have beautified	0	1	0
67	5	3	ٱلسَّمَآءَ	559	the heaven	0	0	0
67	5	4	ٱلدُّنْيَا	240	nearest	0	1	0
67	5	5	بِمَصَٰبِيحَ	74796	with lamps,	0	1	1
67	5	6	وَجَعَلْنَٰهَا	71018	and We have made them	0	0	0
67	5	7	رُجُومًا	101731	(as) missiles	0	1	0
67	5	8	لِّلشَّيَٰطِينِ	54674	for the devils,	3	0	1
67	5	9	وَأَعْتَدْنَا	55526	and We have prepared	0	1	0
67	5	10	لَهُمْ	124	for them	0	0	0
67	5	11	عَذَابَ	1554	punishment	0	0	0
67	5	12	ٱلسَّعِيرِ	26716	(of) the Blaze.	0	1	1
67	6	1	وَلِلَّذِينَ	104750	And for those who	0	1	0
67	6	2	كَفَرُوا۟	2314	disbelieved	0	0	0
67	6	3	بِرَبِّهِمْ	25903	in their Lord	0	1	0
67	6	4	عَذَابُ	1554	(is the) punishment	0	0	0
67	6	5	جَهَنَّمَ	2308	(of) Hell,	3	1	1
67	6	6	وَبِئْسَ	318094	and wretched is	0	0	0
67	6	7	ٱلْمَصِيرُ	5139	the destination.	0	1	1
67	7	1	إِذَآ	35	When	0	0	0
67	7	2	أُلْقُوا۟	26599	they are thrown	0	0	0
67	7	3	فِيهَا	63	therein,	0	1	0
67	7	4	سَمِعُوا۟	9163	they will hear	0	0	0
67	7	5	لَهَا	104	from it	0	0	0
67	7	6	شَهِيقًا	148582	an inhaling	0	1	0
67	7	7	وَهِىَ	106	while it	0	0	0
67	7	8	تَفُورُ	66268	boils up.	0	1	1
67	8	1	تَكَادُ	6903	It almost	0	0	0
67	8	2	تَمَيَّزُ	8744	bursts	0	1	0
67	8	3	مِنَ	2	from	0	0	0
67	8	4	ٱلْغَيْظِ	20067	rage.	3	1	1
67	8	5	كُلَّمَآ	1827	Every time	0	1	0
67	8	6	أُلْقِىَ	10975	is thrown	0	0	0
67	8	7	فِيهَا	63	therein	0	0	0
67	8	8	فَوْجٌ	36313	a group,	0	1	0
67	8	9	سَأَلَهُمْ	35997	(will) ask them	0	0	0
67	8	10	خَزَنَتُهَآ	62702	its keepers,	0	1	0
67	8	11	أَلَمْ	1424	"Did not	0	0	0
67	8	12	يَأْتِكُمْ	38067	come to you	0	0	0
67	8	13	نَذِيرٌ	10071	a warner?"	0	1	1
67	9	1	قَالُوا۟	266	They will say	0	1	0
67	9	2	بَلَىٰ	2989	"Yes,	0	1	0
67	9	3	قَدْ	51	indeed	0	0	0
67	9	4	جَآءَنَا	14366	came to us	0	0	0
67	9	5	نَذِيرٌ	10071	a warner,	0	1	1
67	9	6	فَكَذَّبْنَا	141199	but we denied	0	0	0
67	9	7	وَقُلْنَا	10606	and we said,	0	1	0
67	9	8	مَا	11	"Not	0	0	0
67	9	9	نَزَّلَ	1044	has sent down	0	0	0
67	9	10	ٱللَّهُ	4	Allah	0	0	0
67	9	11	مِن	2	any	0	0	0
67	9	12	شَىْءٍ	119	thing.	0	1	1
67	9	13	إِنْ	3	Not	0	0	0
67	9	14	أَنتُمْ	1780	you (are)	0	1	0
67	9	15	إِلَّا	27	but	0	0	0
67	9	16	فِى	1	in	0	0	0
67	9	17	ضَلَٰلٍ	8460	error	0	0	0
67	9	18	كَبِيرٍ	548	great."	0	1	1
67	10	1	وَقَالُوا۟	1683	And they will say,	0	1	0
67	10	2	لَوْ	97	"If	0	0	0
67	10	3	كُنَّا	946	we had	0	1	0
67	10	4	نَسْمَعُ	8311	listened	0	1	0
67	10	5	أَوْ	14	or	0	0	0
67	10	6	نَعْقِلُ	64896	reasoned,	0	1	0
67	10	7	مَا	11	not	0	0	0
67	10	8	كُنَّا	946	we (would) have been	0	0	0
67	10	9	فِىٓ	1	among	0	0	0
67	10	10	أَصْحَٰبِ	381	(the) companions	0	0	0
67	10	11	ٱلسَّعِيرِ	26716	(of) the Blaze."	0	1	1
67	11	1	فَٱعْتَرَفُوا۟	100707	Then they (will) confess	0	1	0
67	11	2	بِذَنۢبِهِمْ	95865	their sins,	0	1	0
67	11	3	فَسُحْقًا	83079	so away with	0	1	0
67	11	4	لِّأَصْحَٰبِ	10340	(the) companions	0	0	0
67	11	5	ٱلسَّعِيرِ	26716	(of) the Blaze.	0	1	1
67	12	1	إِنَّ	3	Indeed,	0	0	0
67	12	2	ٱلَّذِينَ	101	those who	0	1	0
67	12	3	يَخْشَوْنَ	21995	fear	0	0	0
67	12	4	رَبَّهُم	2514	their Lord	0	1	0
67	12	5	بِٱلْغَيْبِ	12254	unseen,	0	1	0
67	12	6	لَهُم	124	for them	0	0	0
67	12	7	مَّغْفِرَةٌ	11518	(is) forgiveness	0	1	0
67	12	8	وَأَجْرٌ	18732	and a reward	0	0	0
67	12	9	كَبِيرٌ	548	great.	0	1	1
67	13	1	وَأَسِرُّوا۟	29875	And conceal	0	1	0
67	13	2	قَوْلَكُمْ	12179	your speech	0	1	0
67	13	3	أَوِ	14	or	0	0	0
67	13	4	ٱجْهَرُوا۟	149347	proclaim	0	0	0
67	13	5	بِهِۦٓ	30	it.	3	1	1
67	13	6	إِنَّهُۥ	28	Indeed, He	0	0	0
67	13	7	عَلِيمٌۢ	3923	(is the) All-Knower	0	1	0
67	13	8	بِذَاتِ	12063	of what (is in)	0	0	0
67	13	9	ٱلصُّدُورِ	7752	the breasts.	0	1	1
67	14	1	أَلَا	27	Does not	0	0	0
67	14	2	يَعْلَمُ	518	know	0	1	0
67	14	3	مَنْ	2	(the One) Who	0	0	0
67	14	4	خَلَقَ	593	created?	0	1	1
67	14	5	وَهُوَ	38	And He	0	0	0
67	14	6	ٱللَّطِيفُ	5426	(is) the Subtle,	0	0	0
67	14	7	ٱلْخَبِيرُ	7654	the All-Aware.	0	1	1
67	15	1	هُوَ	29	He	0	0	0
67	15	2	ٱلَّذِى	31	(is) the One Who	0	1	0
67	15	3	جَعَلَ	509	made	0	0	0
67	15	4	لَكُمُ	366	for you	0	1	0
67	15	5	ٱلْأَرْضَ	178	the earth	0	0	0
67	15	6	ذَلُولًا	80950	subservient,	0	1	1
67	15	7	فَٱمْشُوا۟	76903	so walk	0	1	0
67	15	8	فِى	1	in	0	0	0
67	15	9	مَنَاكِبِهَا	73231	(the) paths thereof	0	1	0
67	15	10	وَكُلُوا۟	24944	and eat	0	0	0
67	15	11	مِن	2	of	0	0	0
67	15	12	رِّزْقِهِۦ	10737	His provision,	3	1	1
67	15	13	وَإِلَيْهِ	4704	and to Him	0	0	0
67	15	14	ٱلنُّشُورُ	24728	(is) the Resurrection.	0	1	1
67	16	1	ءَأَمِنتُم	57921	Do you feel secure	0	1	0
67	16	2	مَّن	2	(from Him) Who	0	0	0
67	16	3	فِى	1	(is) in	0	0	0
67	16	4	ٱلسَّمَآءِ	559	the heaven	0	1	0
67	16	5	أَن	3	not	0	0	0
67	16	6	يَخْسِفَ	36863	He will cause to swallow	0	1	0
67	16	7	بِكُمُ	2178	you	0	0	0
67	16	8	ٱلْأَرْضَ	178	the earth	0	1	1
67	16	9	فَإِذَا	164	when	0	0	0
67	16	10	هِىَ	86	it	0	0	0
67	16	11	تَمُورُ	51577	sways?	0	1	1
67	17	1	أَمْ	140	Or	0	0	0
67	17	2	أَمِنتُم	23564	do you feel secure	0	0	0
67	17	3	مَّن	2	(from Him) Who	0	0	0
67	17	4	فِى	1	(is) in	0	0	0
67	17	5	ٱلسَّمَآءِ	559	the heaven,	0	0	0
67	17	6	أَن	3	that	0	0	0
67	17	7	يُرْسِلَ	6204	He will send	0	0	0
67	17	8	عَلَيْكُمْ	289	against you	0	0	0
67	17	9	حَاصِبًا	65705	a storm of stones?	3	1	1
67	17	10	فَسَتَعْلَمُونَ	91290	Then you would know	0	1	0
67	17	11	كَيْفَ	328	how	0	0	0
67	17	12	نَذِيرِ	10071	(was) My warning?	0	1	1
67	18	1	وَلَقَدْ	912	And indeed,	0	0	0
67	18	2	كَذَّبَ	2499	denied	0	1	0
67	18	3	ٱلَّذِينَ	101	those	0	0	0
67	18	4	مِن	2	from	0	0	0
67	18	5	قَبْلِهِمْ	6550	before them,	0	1	1
67	18	6	فَكَيْفَ	1000	and how	0	0	0
67	18	7	كَانَ	16	was	0	0	0
67	18	8	نَكِيرِ	26597	My rejection.	0	1	1
67	19	1	أَوَلَمْ	10171	Do not	0	0	0
67	19	2	يَرَوْا۟	10079	they see	0	1	0
67	19	3	إِلَى	8	[to]	0	0	0
67	19	4	ٱلطَّيْرِ	4865	the birds	0	0	0
67	19	5	فَوْقَهُمْ	15394	above them	0	1	0
67	19	6	صَٰٓفَّٰتٍ	82403	spreading (their wings)	0	1	0
67	19	7	وَيَقْبِضْنَ	139194	and folding?	5	1	1
67	19	8	مَا	11	Not	0	0	0
67	19	9	يُمْسِكُهُنَّ	122593	holds them	0	1	0
67	19	10	إِلَّا	27	except	0	0	0
67	19	11	ٱلرَّحْمَٰنُ	128	the Most Gracious.	5	1	1
67	19	12	إِنَّهُۥ	28	Indeed, He	0	0	0
67	19	13	بِكُلِّ	753	(is) of every	0	0	0
67	19	14	شَىْءٍۭ	119	thing	0	0	0
67	19	15	بَصِيرٌ	9461	All-Seer.	0	1	1
67	20	1	أَمَّنْ	1148	Who is	0	1	0
67	20	2	هَٰذَا	12	this,	0	0	0
67	20	3	ٱلَّذِى	31	the one,	0	1	0
67	20	4	هُوَ	29	he	0	0	0
67	20	5	جُندٌ	13978	(is) an army	0	0	0
67	20	6	لَّكُمْ	366	for you	0	1	0
67	20	7	يَنصُرُكُم	34997	to help you	0	1	0
67	20	8	مِّن	2	from	0	0	0
67	20	9	دُونِ	156	besides	0	0	0
67	20	10	ٱلرَّحْمَٰنِ	128	the Most Gracious?	5	1	1
67	20	11	إِنِ	3	Not	0	0	0
67	20	12	ٱلْكَٰفِرُونَ	7160	(are) the disbelievers	0	1	0
67	20	13	إِلَّا	27	but	0	0	0
67	20	14	فِى	1	in	0	0	0
67	20	15	غُرُورٍ	29434	delusion.	0	1	1
67	21	1	أَمَّنْ	1148	Who is	0	0	0
67	21	2	هَٰذَا	12	this,	0	0	0
67	21	3	ٱلَّذِى	31	the one,	0	0	0
67	21	4	يَرْزُقُكُمْ	41352	to provide you	0	1	0
67	21	5	إِنْ	3	if	0	0	0
67	21	6	أَمْسَكَ	8248	He withheld	0	0	0
67	21	7	رِزْقَهُۥ	10737	His provision.	5	1	1
67	21	8	بَل	105	Nay,	0	0	0
67	21	9	لَّجُّوا۟	130798	they persist	0	1	0
67	21	10	فِى	1	in	0	0	0
67	21	11	عُتُوٍّ	112984	pride	0	0	0
67	21	12	وَنُفُورٍ	116021	and aversion.	0	1	1
67	22	1	أَفَمَن	18204	Then is he who	0	0	0
67	22	2	يَمْشِى	4762	walks	0	1	0
67	22	3	مُكِبًّا	72332	fallen	0	0	0
67	22	4	عَلَىٰ	5	on	0	0	0
67	22	5	وَجْهِهِۦٓ	1186	his face	0	1	0
67	22	6	أَهْدَىٰٓ	10043	better guided,	0	1	1
67	22	7	أَمَّن	1148	or (he) who	0	0	0
67	22	8	يَمْشِى	4762	walks	0	0	0
67	22	9	سَوِيًّا	17424	upright	0	0	0
67	22	10	عَلَىٰ	5	on	0	0	0
67	22	11	صِرَٰطٍ	8279	(the) Path	0	0	0
67	22	12	مُّسْتَقِيمٍ	7119	Straight?	0	1	1
67	23	1	قُلْ	572	Say,	0	1	0
